wav,seg_idx,start,end,duration
./chunk_0_Tanya/chunk_0.wav,4,2.403,2.43,0.027000000000000135
./chunk_0_Tanya/chunk_0.wav,5,2.43,3.294,0.8639999999999999
./chunk_0_Tanya/chunk_0.wav,6,3.294,3.699,0.4049999999999998
./chunk_0_Tanya/chunk_0.wav,7,3.699,3.8609999999999998,0.16199999999999992
./chunk_0_Tanya/chunk_0.wav,8,3.8609999999999998,4.023,0.16199999999999992
./chunk_0_Tanya/chunk_0.wav,9,4.023,4.293,0.27000000000000046
./chunk_0_Tanya/chunk_0.wav,10,4.293,5.319,1.0259999999999998
./chunk_0_Tanya/chunk_0.wav,11,5.319,6.21,0.891
./chunk_0_Tanya/chunk_0.wav,12,6.21,6.804,0.5940000000000003
./chunk_0_Tanya/chunk_0.wav,13,6.804,7.047,0.24299999999999944
./chunk_0_Tanya/chunk_0.wav,14,7.047,7.236,0.18900000000000006
./chunk_0_Tanya/chunk_0.wav,15,7.236,7.452,0.2160000000000002
./chunk_0_Tanya/chunk_0.wav,16,7.452,9.126,1.6739999999999995
./chunk_0_Tanya/chunk_0.wav,17,9.126,9.423,0.2970000000000006
./chunk_0_Tanya/chunk_0.wav,18,9.423,9.45,0.026999999999999247
./chunk_0_Tanya/chunk_0.wav,19,9.45,10.125,0.6750000000000007
./chunk_0_Tanya/chunk_0.wav,20,10.125,10.286999999999999,0.16199999999999903
./chunk_0_Tanya/chunk_0.wav,21,10.286999999999999,10.368,0.0810000000000013
./chunk_0_Tanya/chunk_0.wav,22,10.368,10.503,0.1349999999999998
./chunk_0_Tanya/chunk_0.wav,23,10.503,10.827,0.32399999999999984
./chunk_0_Tanya/chunk_0.wav,24,10.827,12.312,1.4849999999999994
./chunk_0_Tanya/chunk_0.wav,25,12.312,12.906,0.5940000000000012
./chunk_0_Tanya/chunk_0.wav,26,12.906,13.203,0.2969999999999988
./chunk_0_Tanya/chunk_0.wav,27,13.203,13.23,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,28,13.23,13.527,0.2969999999999988
./chunk_0_Tanya/chunk_0.wav,29,13.527,14.148,0.6210000000000004
./chunk_0_Tanya/chunk_0.wav,30,14.148,14.175,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,31,14.175,14.58,0.40499999999999936
./chunk_0_Tanya/chunk_0.wav,32,14.58,14.607,0.026999999999999247
./chunk_0_Tanya/chunk_0.wav,33,14.607,14.634,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,34,14.634,16.092,1.4579999999999984
./chunk_0_Tanya/chunk_0.wav,35,16.092,16.551,0.45899999999999963
./chunk_0_Tanya/chunk_0.wav,36,16.551,17.172,0.6210000000000022
./chunk_0_Tanya/chunk_0.wav,37,17.172,17.604,0.4319999999999986
./chunk_0_Tanya/chunk_0.wav,38,17.604,17.766,0.16199999999999903
./chunk_0_Tanya/chunk_0.wav,39,17.766,17.793,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,40,17.793,18.063,0.2699999999999996
./chunk_0_Tanya/chunk_0.wav,41,18.063,18.144,0.08099999999999952
./chunk_0_Tanya/chunk_0.wav,42,18.144,18.306,0.1620000000000026
./chunk_0_Tanya/chunk_0.wav,43,18.306,18.576,0.2699999999999996
./chunk_0_Tanya/chunk_0.wav,44,18.576,19.169999999999998,0.5939999999999976
./chunk_0_Tanya/chunk_0.wav,45,19.169999999999998,19.764,0.5940000000000012
./chunk_0_Tanya/chunk_0.wav,46,19.764,20.142,0.3780000000000001
./chunk_0_Tanya/chunk_0.wav,47,20.142,21.762,1.620000000000001
./chunk_0_Tanya/chunk_0.wav,48,21.762,21.789,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,49,21.789,22.059,0.2699999999999996
./chunk_0_Tanya/chunk_0.wav,50,22.059,22.086,0.02699999999999747
./chunk_0_Tanya/chunk_0.wav,51,22.086,22.248,0.1620000000000026
./chunk_0_Tanya/chunk_0.wav,52,22.248,22.275,0.02699999999999747
./chunk_0_Tanya/chunk_0.wav,53,22.275,22.491,0.21600000000000108
./chunk_0_Tanya/chunk_0.wav,54,22.491,22.653,0.16199999999999903
./chunk_0_Tanya/chunk_0.wav,55,22.653,23.733,1.0800000000000018
./chunk_0_Tanya/chunk_0.wav,56,23.733,24.03,0.2970000000000006
./chunk_0_Tanya/chunk_0.wav,57,24.03,24.137999999999998,0.10799999999999699
./chunk_0_Tanya/chunk_0.wav,58,24.137999999999998,24.326999999999998,0.18900000000000006
./chunk_0_Tanya/chunk_0.wav,59,24.326999999999998,26.919,2.5920000000000023
./chunk_0_Tanya/chunk_0.wav,60,26.919,27.918,0.9989999999999988
./chunk_0_Tanya/chunk_0.wav,61,27.918,27.945,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,62,27.945,27.972,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,63,27.972,27.999,0.02699999999999747
./chunk_0_Tanya/chunk_0.wav,64,27.999,28.188,0.18900000000000006
./chunk_0_Tanya/chunk_0.wav,65,28.188,28.566,0.3780000000000001
./chunk_0_Tanya/chunk_0.wav,66,28.566,28.727999999999998,0.16199999999999903
./chunk_0_Tanya/chunk_0.wav,67,28.727999999999998,28.755,0.027000000000001023
./chunk_0_Tanya/chunk_0.wav,68,28.755,28.944,0.18900000000000006
./chunk_0_Tanya/chunk_0.wav,69,28.944,29.079,0.13500000000000156
./chunk_0_Tanya/chunk_0.wav,70,29.079,29.268,0.18900000000000006
./chunk_0_Tanya/chunk_0.wav,71,29.268,29.43,0.16199999999999903
./chunk_0_Tanya/chunk_0.wav,72,29.43,29.808,0.3780000000000001
./chunk_0_Tanya/chunk_0.wav,73,29.808,29.97,0.16199999999999903
./chunk_10_Richa/chunk_10.wav,1,1.6199999999999999,1.701,0.08100000000000018
./chunk_10_Richa/chunk_10.wav,2,1.701,2.916,1.2149999999999999
./chunk_10_Richa/chunk_10.wav,3,2.916,3.159,0.24299999999999988
./chunk_10_Richa/chunk_10.wav,4,3.159,3.429,0.27
./chunk_10_Richa/chunk_10.wav,5,3.429,3.537,0.1080000000000001
./chunk_10_Richa/chunk_10.wav,6,3.537,3.564,0.027000000000000135
